edge_id,from_node_id,to_node_id,distance_km,travel_time_min,highway,surface,access,oneway,lit,wheelchair,routable_walk,source_id
Eway/1360164524_3,N12d4966711_41d8853376,N12d4968334_41d8853680,0.013854,0.17,footway,,,,,,yes,way/1360164524
Eway/1360164524_3_R,N12d4968334_41d8853680,N12d4966711_41d8853376,0.013854,0.17,footway,,,,,,yes,way/1360164524
Eway/1360164524_4,N12d4968334_41d8853680,N12d4969459_41d8853983,0.009904,0.12,footway,,,,,,yes,way/1360164524
Eway/1360164524_4_R,N12d4969459_41d8853983,N12d4968334_41d8853680,0.009904,0.12,footway,,,,,,yes,way/1360164524
Eway/1360164524_5,N12d4969459_41d8853983,N12d4969810_41d8854078,0.003092,0.04,footway,,,,,,yes,way/1360164524
Eway/1360164524_5_R,N12d4969810_41d8854078,N12d4969459_41d8853983,0.003092,0.04,footway,,,,,,yes,way/1360164524
Eway/1360394646_0,N12d4911443_41d8869542,N12d4911233_41d8869033,0.005921,0.07,footway,,,,,,yes,way/1360394646
Eway/1360394646_0_R,N12d4911233_41d8869033,N12d4911443_41d8869542,0.005921,0.07,footway,,,,,,yes,way/1360394646
Eway/1360394647_0,N12d4914169_41d8872401,N12d4912703_41d8871839,0.013650,0.16,footway,,,,,,yes,way/1360394647
Eway/1360394647_0_R,N12d4912703_41d8871839,N12d4914169_41d8872401,0.013650,0.16,footway,,,,,,yes,way/1360394647
Eway/1360394647_1,N12d4912703_41d8871839,N12d4912286_41d8871675,0.003904,0.05,footway,,,,,,yes,way/1360394647
Eway/1360394647_1_R,N12d4912286_41d8871675,N12d4912703_41d8871839,0.003904,0.05,footway,,,,,,yes,way/1360394647
Eway/1360394647_2,N12d4912286_41d8871675,N12d4911515_41d8871378,0.007186,0.09,footway,,,,,,yes,way/1360394647
Eway/1360394647_2_R,N12d4911515_41d8871378,N12d4912286_41d8871675,0.007186,0.09,footway,,,,,,yes,way/1360394647
Eway/1360394647_3,N12d4911515_41d8871378,N12d4910910_41d8871298,0.005087,0.06,footway,,,,,,yes,way/1360394647
Eway/1360394647_3_R,N12d4910910_41d8871298,N12d4911515_41d8871378,0.005087,0.06,footway,,,,,,yes,way/1360394647
Eway/1360394647_4,N12d4910910_41d8871298,N12d4909933_41d8870092,0.015660,0.19,footway,,,,,,yes,way/1360394647
Eway/1360394647_4_R,N12d4909933_41d8870092,N12d4910910_41d8871298,0.015660,0.19,footway,,,,,,yes,way/1360394647
Eway/1360394648_0,N12d4915879_41d8872898,N12d4915798_41d8873016,0.001474,0.02,footway,,,,,,yes,way/1360394648
Eway/1360394648_0_R,N12d4915798_41d8873016,N12d4915879_41d8872898,0.001474,0.02,footway,,,,,,yes,way/1360394648
Eway/1360394648_1,N12d4915798_41d8873016,N12d4915747_41d8873091,0.000935,0.01,footway,,,,,,yes,way/1360394648
Eway/1360394648_1_R,N12d4915747_41d8873091,N12d4915798_41d8873016,0.000935,0.01,footway,,,,,,yes,way/1360394648
Eway/1360394648_2,N12d4915747_41d8873091,N12d4915541_41d8873243,0.002401,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_2_R,N12d4915541_41d8873243,N12d4915747_41d8873091,0.002401,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_3,N12d4915541_41d8873243,N12d4915281_41d8873339,0.002402,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_3_R,N12d4915281_41d8873339,N12d4915541_41d8873243,0.002402,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_4,N12d4915281_41d8873339,N12d4914983_41d8873371,0.002492,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_4_R,N12d4914983_41d8873371,N12d4915281_41d8873339,0.002492,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_5,N12d4914983_41d8873371,N12d4914686_41d8873329,0.002503,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_5_R,N12d4914686_41d8873329,N12d4914983_41d8873371,0.002503,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_6,N12d4914686_41d8873329,N12d4914424_41d8873217,0.002501,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_6_R,N12d4914424_41d8873217,N12d4914686_41d8873329,0.002501,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_7,N12d4914424_41d8873217,N12d4914225_41d8873049,0.002491,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_7_R,N12d4914225_41d8873049,N12d4914424_41d8873217,0.002491,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_8,N12d4914225_41d8873049,N12d4914109_41d8872842,0.002494,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_8_R,N12d4914109_41d8872842,N12d4914225_41d8873049,0.002494,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_9,N12d4914109_41d8872842,N12d4914090_41d8872617,0.002507,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_9_R,N12d4914090_41d8872617,N12d4914109_41d8872842,0.002507,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_10,N12d4914090_41d8872617,N12d4914169_41d8872401,0.002489,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_10_R,N12d4914169_41d8872401,N12d4914090_41d8872617,0.002489,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_11,N12d4914169_41d8872401,N12d4914301_41d8872246,0.002041,0.02,footway,,,,,,yes,way/1360394648
Eway/1360394648_11_R,N12d4914301_41d8872246,N12d4914169_41d8872401,0.002041,0.02,footway,,,,,,yes,way/1360394648
Eway/1360394648_12,N12d4914301_41d8872246,N12d4914484_41d8872122,0.002048,0.02,footway,,,,,,yes,way/1360394648
Eway/1360394648_12_R,N12d4914484_41d8872122,N12d4914301_41d8872246,0.002048,0.02,footway,,,,,,yes,way/1360394648
Eway/1360394648_13,N12d4914484_41d8872122,N12d4914704_41d8872040,0.002037,0.02,footway,,,,,,yes,way/1360394648
Eway/1360394648_13_R,N12d4914704_41d8872040,N12d4914484_41d8872122,0.002037,0.02,footway,,,,,,yes,way/1360394648
Eway/1360394648_14,N12d4914704_41d8872040,N12d4914990_41d8872002,0.002405,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_14_R,N12d4914990_41d8872002,N12d4914704_41d8872040,0.002405,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_15,N12d4914990_41d8872002,N12d4915277_41d8872033,0.002401,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_15_R,N12d4915277_41d8872033,N12d4914990_41d8872002,0.002401,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_16,N12d4915277_41d8872033,N12d4915537_41d8872128,0.002398,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_16_R,N12d4915537_41d8872128,N12d4915277_41d8872033,0.002398,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_17,N12d4915537_41d8872128,N12d4915745_41d8872280,0.002413,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_17_R,N12d4915745_41d8872280,N12d4915537_41d8872128,0.002413,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_18,N12d4915745_41d8872280,N12d4915878_41d8872471,0.002392,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_18_R,N12d4915878_41d8872471,N12d4915745_41d8872280,0.002392,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_19,N12d4915878_41d8872471,N12d4915925_41d8872685,0.002411,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_19_R,N12d4915925_41d8872685,N12d4915878_41d8872471,0.002411,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_20,N12d4915925_41d8872685,N12d4915879_41d8872898,0.002399,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394648_20_R,N12d4915879_41d8872898,N12d4915925_41d8872685,0.002399,0.03,footway,,,,,,yes,way/1360394648
Eway/1360394649_0,N12d4916605_41d8873352,N12d4915798_41d8873016,0.007654,0.15,steps,,,,,,no,way/1360394649
Eway/1360394649_0_R,N12d4915798_41d8873016,N12d4916605_41d8873352,0.007654,0.15,steps,,,,,,no,way/1360394649
Eway/1360394665_0,N12d4912027_41d8868386,N12d4911404_41d8868118,0.005956,0.12,steps,,,,,,yes,way/1360394665
Eway/1360394665_0_R,N12d4911404_41d8868118,N12d4912027_41d8868386,0.005956,0.12,steps,,,,,,yes,way/1360394665
Eway/1360394666_0,N12d4911404_41d8868118,N12d4910075_41d8867554,0.012664,0.15,footway,,,,,,yes,way/1360394666
Eway/1360394666_0_R,N12d4910075_41d8867554,N12d4911404_41d8868118,0.012664,0.15,footway,,,,,,yes,way/1360394666
Eway/1360394666_1,N12d4910075_41d8867554,N12d4908801_41d8868395,0.014095,0.17,footway,,,,,,yes,way/1360394666
Eway/1360394666_1_R,N12d4908801_41d8868395,N12d4910075_41d8867554,0.014095,0.17,footway,,,,,,yes,way/1360394666
Eway/1360394667_0,N12d4909780_41d8869394,N12d4908801_41d8868395,0.013750,0.17,service,,,,,,yes,way/1360394667
Eway/1360394667_0_R,N12d4908801_41d8868395,N12d4909780_41d8869394,0.013750,0.17,service,,,,,,yes,way/1360394667
Eway/1360703944_0,N12d4935405_41d8951128,N12d4937759_41d8953351,0.031474,0.38,footway,asphalt,,,,,yes,way/1360703944
Eway/1360703944_0_R,N12d4937759_41d8953351,N12d4935405_41d8951128,0.031474,0.38,footway,asphalt,,,,,yes,way/1360703944
Eway/1360703944_1,N12d4937759_41d8953351,N12d4942522_41d8957842,0.063624,0.76,footway,asphalt,,,,,yes,way/1360703944
Eway/1360703944_1_R,N12d4942522_41d8957842,N12d4937759_41d8953351,0.063624,0.76,footway,asphalt,,,,,yes,way/1360703944
Eway/1360703945_0,N12d4938479_41d8948999,N12d4942169_41d8949904,0.032157,0.39,footway,paving_stones,,,,,yes,way/1360703945
Eway/1360703945_0_R,N12d4942169_41d8949904,N12d4938479_41d8948999,0.032157,0.39,footway,paving_stones,,,,,yes,way/1360703945
Eway/1360703946_0,N12d4930515_41d8954065,N12d4930283_41d8954494,0.005142,0.06,footway,,,,,,yes,way/1360703946
Eway/1360703946_0_R,N12d4930283_41d8954494,N12d4930515_41d8954065,0.005142,0.06,footway,,,,,,yes,way/1360703946
Eway/1360703946_1,N12d4930283_41d8954494,N12d4930180_41d8954685,0.002289,0.03,footway,,,,,,yes,way/1360703946
Eway/1360703946_1_R,N12d4930180_41d8954685,N12d4930283_41d8954494,0.002289,0.03,footway,,,,,,yes,way/1360703946
Eway/1360703946_2,N12d4930180_41d8954685,N12d4929877_41d8954931,0.003711,0.04,footway,,,,,,yes,way/1360703946
Eway/1360703946_2_R,N12d4929877_41d8954931,N12d4930180_41d8954685,0.003711,0.04,footway,,,,,,yes,way/1360703946
Eway/1360703946_3,N12d4929877_41d8954931,N12d4929409_41d8955298,0.005627,0.07,footway,,,,,,yes,way/1360703946
Eway/1360703946_3_R,N12d4929409_41d8955298,N12d4929877_41d8954931,0.005627,0.07,footway,,,,,,yes,way/1360703946
Eway/1360704538_0,N12d4944109_41d8957037,N12d4944025_41d8956951,0.001182,0.01,footway,asphalt,,,,,yes,way/1360704538
Eway/1360704538_0_R,N12d4944025_41d8956951,N12d4944109_41d8957037,0.001182,0.01,footway,asphalt,,,,,yes,way/1360704538
Eway/1360704538_1,N12d4944025_41d8956951,N12d4942237_41d8955122,0.025152,0.30,footway,asphalt,,,,,yes,way/1360704538
Eway/1360704538_1_R,N12d4942237_41d8955122,N12d4944025_41d8956951,0.025152,0.30,footway,asphalt,,,,,yes,way/1360704538
Eway/1360704538_2,N12d4942237_41d8955122,N12d4936882_41d8950224,0.070220,0.84,footway,asphalt,,,,,yes,way/1360704538
Eway/1360704538_2_R,N12d4936882_41d8950224,N12d4942237_41d8955122,0.070220,0.84,footway,asphalt,,,,,yes,way/1360704538
Eway/1360947660_0,N12d4826764_41d8914286,N12d4828159_41d8914943,0.013664,0.16,footway,paved,,,,,yes,way/1360947660
Eway/1360947660_0_R,N12d4828159_41d8914943,N12d4826764_41d8914286,0.013664,0.16,footway,paved,,,,,yes,way/1360947660
Eway/1360947660_1,N12d4828159_41d8914943,N12d4833358_41d8917777,0.053339,0.64,footway,paved,,,,,yes,way/1360947660
Eway/1360947660_1_R,N12d4833358_41d8917777,N12d4828159_41d8914943,0.053339,0.64,footway,paved,,,,,yes,way/1360947660
Eway/1361474929_0,N12d5029976_41d8955548,N12d5029633_41d8955707,0.003345,0.04,footway,,,,,,yes,way/1361474929
Eway/1361474929_0_R,N12d5029633_41d8955707,N12d5029976_41d8955548,0.003345,0.04,footway,,,,,,yes,way/1361474929
Eway/1361474930_0,N12d5031402_41d8954811,N12d5031464_41d8954768,0.000701,0.01,footway,,,,,,yes,way/1361474930
Eway/1361474930_0_R,N12d5031464_41d8954768,N12d5031402_41d8954811,0.000701,0.01,footway,,,,,,yes,way/1361474930
Eway/1361474931_0,N12d5027255_41d8954073,N12d5027126_41d8953934,0.001879,0.02,footway,,,,,,yes,way/1361474931
Eway/1361474931_0_R,N12d5027126_41d8953934,N12d5027255_41d8954073,0.001879,0.02,footway,,,,,,yes,way/1361474931
Eway/1361474932_0,N12d5028278_41d8955131,N12d5028108_41d8954950,0.002456,0.03,footway,,,,,,yes,way/1361474932
Eway/1361474932_0_R,N12d5028108_41d8954950,N12d5028278_41d8955131,0.002456,0.03,footway,,,,,,yes,way/1361474932
Eway/1361474933_0,N12d5029678_41d8952666,N12d5029749_41d8952626,0.000737,0.01,footway,,,,,,yes,way/1361474933
Eway/1361474933_0_R,N12d5029749_41d8952626,N12d5029678_41d8952666,0.000737,0.01,footway,,,,,,yes,way/1361474933
Eway/1361474934_0,N12d5022442_41d8949091,N12d5022612_41d8949261,0.002357,0.03,footway,,,,,,yes,way/1361474934
Eway/1361474934_0_R,N12d5022612_41d8949261,N12d5022442_41d8949091,0.002357,0.03,footway,,,,,,yes,way/1361474934
Eway/1361474935_0,N12d5021420_41d8948071,N12d5021278_41d8947954,0.001753,0.02,footway,,,,,,yes,way/1361474935
Eway/1361474935_0_R,N12d5021278_41d8947954,N12d5021420_41d8948071,0.001753,0.02,footway,,,,,,yes,way/1361474935
Eway/1361474936_0,N12d5021734_41d8947558,N12d5021521_41d8947636,0.001965,0.02,footway,,,,,,yes,way/1361474936
Eway/1361474936_0_R,N12d5021521_41d8947636,N12d5021734_41d8947558,0.001965,0.02,footway,,,,,,yes,way/1361474936
Eway/1361474937_0,N12d5022703_41d8947069,N12d5022785_41d8947031,0.000800,0.01,footway,paving_stones,,,,,yes,way/1361474937
Eway/1361474937_0_R,N12d5022785_41d8947031,N12d5022703_41d8947069,0.000800,0.01,footway,paving_stones,,,,,yes,way/1361474937
Eway/1361474938_0,N12d5032599_41d8959348,N12d5032492_41d8959244,0.001457,0.02,footway,,,,,,yes,way/1361474938
Eway/1361474938_0_R,N12d5032492_41d8959244,N12d5032599_41d8959348,0.001457,0.02,footway,,,,,,yes,way/1361474938
Eway/1361722415_0,N12d5017304_41d8961481,N12d5017441_41d8961388,0.001535,0.02,footway,,,,,,yes,way/1361722415
Eway/1361722415_0_R,N12d5017441_41d8961388,N12d5017304_41d8961481,0.001535,0.02,footway,,,,,,yes,way/1361722415
Eway/1361722416_0,N12d5005784_41d8965642,N12d5005577_41d8965408,0.003115,0.04,footway,,,,,,yes,way/1361722416
Eway/1361722416_0_R,N12d5005577_41d8965408,N12d5005784_41d8965642,0.003115,0.04,footway,,,,,,yes,way/1361722416
Eway/1361722417_0,N12d5006919_41d8966790,N12d5007106_41d8966950,0.002358,0.03,footway,,,,,,yes,way/1361722417
Eway/1361722417_0_R,N12d5007106_41d8966950,N12d5006919_41d8966790,0.002358,0.03,footway,,,,,,yes,way/1361722417
Eway/1361722418_0,N12d5006390_41d8967824,N12d5006550_41d8968054,0.002880,0.03,footway,,,,,,yes,way/1361722418
Eway/1361722418_0_R,N12d5006550_41d8968054,N12d5006390_41d8967824,0.002880,0.03,footway,,,,,,yes,way/1361722418
Eway/1361722419_0,N12d5006912_41d8967280,N12d5007030_41d8967227,0.001141,0.01,footway,,,,,,yes,way/1361722419
Eway/1361722419_0_R,N12d5007030_41d8967227,N12d5006912_41d8967280,0.001141,0.01,footway,,,,,,yes,way/1361722419
Eway/1361722421_0,N12d5021884_41d8965684,N12d5021811_41d8965734,0.000821,0.01,footway,,,,,,yes,way/1361722421
Eway/1361722421_0_R,N12d5021811_41d8965734,N12d5021884_41d8965684,0.000821,0.01,footway,,,,,,yes,way/1361722421
Eway/1361722422_0,N12d5022632_41d8965259,N12d5022720_41d8965207,0.000930,0.01,footway,,,,,,yes,way/1361722422
Eway/1361722422_0_R,N12d5022720_41d8965207,N12d5022632_41d8965259,0.000930,0.01,footway,,,,,,yes,way/1361722422
Eway/1361722423_0,N12d5021895_41d8965978,N12d5021705_41d8965806,0.002476,0.03,footway,,,,,,yes,way/1361722423
Eway/1361722423_0_R,N12d5021705_41d8965806,N12d5021895_41d8965978,0.002476,0.03,footway,,,,,,yes,way/1361722423
Eway/1361722424_0,N12d5022970_41d8967046,N12d5023046_41d8967155,0.001366,0.02,footway,,,,,,yes,way/1361722424
Eway/1361722424_0_R,N12d5023046_41d8967155,N12d5022970_41d8967046,0.001366,0.02,footway,,,,,,yes,way/1361722424
Eway/1361722425_0,N12d5023252_41d8967046,N12d5023158_41d8967098,0.000969,0.01,footway,,,,,,yes,way/1361722425
Eway/1361722425_0_R,N12d5023158_41d8967098,N12d5023252_41d8967046,0.000969,0.01,footway,,,,,,yes,way/1361722425
Eway/1361722426_0,N12d5023935_41d8966636,N12d5024061_41d8966562,0.001328,0.02,footway,,,,,,yes,way/1361722426
Eway/1361722426_0_R,N12d5024061_41d8966562,N12d5023935_41d8966636,0.001328,0.02,footway,,,,,,yes,way/1361722426
Eway/1361730067_0,N12d4999738_41d8952373,N12d4999521_41d8952786,0.004931,0.06,footway,paving_stones,,,,,yes,way/1361730067
Eway/1361730067_0_R,N12d4999521_41d8952786,N12d4999738_41d8952373,0.004931,0.06,footway,paving_stones,,,,,yes,way/1361730067
Eway/1361730068_0,N12d5002394_41d8948523,N12d5002212_41d8948465,0.001639,0.02,footway,,,,,,yes,way/1361730068
Eway/1361730068_0_R,N12d5002212_41d8948465,N12d5002394_41d8948523,0.001639,0.02,footway,,,,,,yes,way/1361730068
Eway/1361730069_0,N12d5004003_41d8949003,N12d5004211_41d8949064,0.001850,0.02,footway,paving_stones,,,,,yes,way/1361730069
Eway/1361730069_0_R,N12d5004211_41d8949064,N12d5004003_41d8949003,0.001850,0.02,footway,paving_stones,,,,,yes,way/1361730069
Eway/1361730070_0,N12d5004308_41d8949247,N12d5004273_41d8949331,0.000978,0.01,footway,paving_stones,,,,,yes,way/1361730070
Eway/1361730070_0_R,N12d5004273_41d8949331,N12d5004308_41d8949247,0.000978,0.01,footway,paving_stones,,,,,yes,way/1361730070
Eway/1361730071_0,N12d5001311_41d8949662,N12d5001359_41d8949556,0.001244,0.01,footway,paving_stones,,,,,yes,way/1361730071
Eway/1361730071_0_R,N12d5001359_41d8949556,N12d5001311_41d8949662,0.001244,0.01,footway,paving_stones,,,,,yes,way/1361730071
Eway/1361730072_0,N12d5003621_41d8950746,N12d5003569_41d8950830,0.001028,0.01,footway,paving_stones,,,,,yes,way/1361730072
Eway/1361730072_0_R,N12d5003569_41d8950830,N12d5003621_41d8950746,0.001028,0.01,footway,paving_stones,,,,,yes,way/1361730072
Eway/1361730073_0,N12d5002982_41d8951113,N12d5003233_41d8951116,0.002078,0.02,footway,paving_stones,,,,,yes,way/1361730073
Eway/1361730073_0_R,N12d5003233_41d8951116,N12d5002982_41d8951113,0.002078,0.02,footway,paving_stones,,,,,yes,way/1361730073
Eway/1361730074_0,N12d5014172_41d8948609,N12d5014145_41d8948488,0.001364,0.02,footway,paving_stones,,,,,yes,way/1361730074
Eway/1361730074_0_R,N12d5014145_41d8948488,N12d5014172_41d8948609,0.001364,0.02,footway,paving_stones,,,,,yes,way/1361730074
Eway/1361730075_0,N12d5014293_41d8949716,N12d5014323_41d8949965,0.002780,0.03,footway,paving_stones,,,,,yes,way/1361730075
Eway/1361730075_0_R,N12d5014323_41d8949965,N12d5014293_41d8949716,0.002780,0.03,footway,paving_stones,,,,,yes,way/1361730075
Eway/1361730076_0,N12d5014665_41d8949983,N12d5014366_41d8950005,0.002487,0.03,footway,paving_stones,,,,,yes,way/1361730076
Eway/1361730076_0_R,N12d5014366_41d8950005,N12d5014665_41d8949983,0.002487,0.03,footway,paving_stones,,,,,yes,way/1361730076
Eway/1361730077_0,N12d5015355_41d8949932,N12d5015553_41d8949919,0.001645,0.02,footway,paving_stones,,,,,yes,way/1361730077
Eway/1361730077_0_R,N12d5015553_41d8949919,N12d5015355_41d8949932,0.001645,0.02,footway,paving_stones,,,,,yes,way/1361730077
Eway/1361730078_0,N12d4998734_41d8959111,N12d4998651_41d8959229,0.001481,0.02,footway,,,,,,yes,way/1361730078
Eway/1361730078_0_R,N12d4998651_41d8959229,N12d4998734_41d8959111,0.001481,0.02,footway,,,,,,yes,way/1361730078
Eway/1361730079_0,N12d5018249_41d8960947,N12d5018365_41d8960881,0.001208,0.01,footway,,,,,,yes,way/1361730079
Eway/1361730079_0_R,N12d5018365_41d8960881,N12d5018249_41d8960947,0.001208,0.01,footway,,,,,,yes,way/1361730079
Eway/1361730080_0,N12d5018307_41d8960524,N12d5018496_41d8960719,0.002674,0.03,footway,,,,,,yes,way/1361730080
Eway/1361730080_0_R,N12d5018496_41d8960719,N12d5018307_41d8960524,0.002674,0.03,footway,,,,,,yes,way/1361730080
Eway/1361730081_0,N12d5017397_41d8959633,N12d5017119_41d8959356,0.003845,0.05,footway,,,,,,yes,way/1361730081
Eway/1361730081_0_R,N12d5017119_41d8959356,N12d5017397_41d8959633,0.003845,0.05,footway,,,,,,yes,way/1361730081
Eway/1361730082_0,N12d5021150_41d8957040,N12d5021301_41d8956963,0.001515,0.02,footway,,,,,,yes,way/1361730082
Eway/1361730082_0_R,N12d5021301_41d8956963,N12d5021150_41d8957040,0.001515,0.02,footway,,,,,,yes,way/1361730082
Eway/1361755537_0,N12d5025055_41d8935244,N12d5024982_41d8935276,0.000701,0.01,footway,,,,,,yes,way/1361755537
Eway/1361755537_0_R,N12d5024982_41d8935276,N12d5025055_41d8935244,0.000701,0.01,footway,,,,,,yes,way/1361755537
Eway/1361755538_0,N12d5025210_41d8935248,N12d5025251_41d8935287,0.000551,0.01,footway,,,,,,yes,way/1361755538
Eway/1361755538_0_R,N12d5025251_41d8935287,N12d5025210_41d8935248,0.000551,0.01,footway,,,,,,yes,way/1361755538
Eway/1361755539_0,N12d5025779_41d8935855,N12d5025814_41d8935887,0.000459,0.01,footway,,,,,,yes,way/1361755539
Eway/1361755539_0_R,N12d5025814_41d8935887,N12d5025779_41d8935855,0.000459,0.01,footway,,,,,,yes,way/1361755539
Eway/1361755546_0,N12d5030118_41d8922939,N12d5030063_41d8923023,0.001039,0.01,footway,,,,,,yes,way/1361755546
Eway/1361755546_0_R,N12d5030063_41d8923023,N12d5030118_41d8922939,0.001039,0.01,footway,,,,,,yes,way/1361755546
Eway/1361755547_0,N12d5029162_41d8923991,N12d5029111_41d8924046,0.000743,0.01,footway,,,,,,yes,way/1361755547
Eway/1361755547_0_R,N12d5029111_41d8924046,N12d5029162_41d8923991,0.000743,0.01,footway,,,,,,yes,way/1361755547
Eway/1361755548_0,N12d5028827_41d8925246,N12d5028913_41d8925336,0.001228,0.01,footway,,,,,,yes,way/1361755548
Eway/1361755548_0_R,N12d5028913_41d8925336,N12d5028827_41d8925246,0.001228,0.01,footway,,,,,,yes,way/1361755548
Eway/1361755549_0,N12d5028322_41d8924724,N12d5028271_41d8924660,0.000827,0.01,footway,,,,,,yes,way/1361755549
Eway/1361755549_0_R,N12d5028271_41d8924660,N12d5028322_41d8924724,0.000827,0.01,footway,,,,,,yes,way/1361755549
Eway/1361755550_0,N12d5030062_41d8924818,N12d5029953_41d8924911,0.001372,0.02,footway,,,,,,yes,way/1361755550
Eway/1361755550_0_R,N12d5029953_41d8924911,N12d5030062_41d8924818,0.001372,0.02,footway,,,,,,yes,way/1361755550
Eway/1361755551_0,N12d5030970_41d8924089,N12d5031075_41d8923990,0.001403,0.02,footway,,,,,,yes,way/1361755551
Eway/1361755551_0_R,N12d5031075_41d8923990,N12d5030970_41d8924089,0.001403,0.02,footway,,,,,,yes,way/1361755551
Eway/1361759616_0,N12d4997324_41d8921618,N12d5008611_41d8932943,0.156801,1.88,footway,,,,,,yes,way/1361759616
Eway/1361759616_0_R,N12d5008611_41d8932943,N12d4997324_41d8921618,0.156801,1.88,footway,,,,,,yes,way/1361759616
Eway/1361759616_1,N12d5008611_41d8932943,N12d5009639_41d8933897,0.013599,0.16,footway,,,,,,yes,way/1361759616
Eway/1361759616_1_R,N12d5009639_41d8933897,N12d5008611_41d8932943,0.013599,0.16,footway,,,,,,yes,way/1361759616
Eway/1361759616_2,N12d5009639_41d8933897,N12d5010408_41d8933730,0.006631,0.08,footway,,,,,,yes,way/1361759616
Eway/1361759616_2_R,N12d5010408_41d8933730,N12d5009639_41d8933897,0.006631,0.08,footway,,,,,,yes,way/1361759616
Eway/1361759616_3,N12d5010408_41d8933730,N12d5013521_41d8928104,0.067657,0.81,footway,,,,,,yes,way/1361759616
Eway/1361759616_3_R,N12d5013521_41d8928104,N12d5010408_41d8933730,0.067657,0.81,footway,,,,,,yes,way/1361759616
Eway/1361759616_4,N12d5013521_41d8928104,N12d5013624_41d8927932,0.002094,0.03,footway,,,,,,yes,way/1361759616
Eway/1361759616_4_R,N12d5013624_41d8927932,N12d5013521_41d8928104,0.002094,0.03,footway,,,,,,yes,way/1361759616
Eway/1361759616_5,N12d5013624_41d8927932,N12d5014514_41d8926443,0.018122,0.22,footway,,,,,,yes,way/1361759616
Eway/1361759616_5_R,N12d5014514_41d8926443,N12d5013624_41d8927932,0.018122,0.22,footway,,,,,,yes,way/1361759616
Eway/1361759616_6,N12d5014514_41d8926443,N12d5014407_41d8926316,0.001667,0.02,footway,,,,,,yes,way/1361759616
Eway/1361759616_6_R,N12d5014407_41d8926316,N12d5014514_41d8926443,0.001667,0.02,footway,,,,,,yes,way/1361759616
Eway/1361759616_7,N12d5014407_41d8926316,N12d5008067_41d8920061,0.087130,1.05,footway,,,,,,yes,way/1361759616
Eway/1361759616_7_R,N12d5008067_41d8920061,N12d5014407_41d8926316,0.087130,1.05,footway,,,,,,yes,way/1361759616
Eway/1361759617_0,N12d5010408_41d8933730,N12d5010142_41d8934218,0.005856,0.07,footway,,,,,,yes,way/1361759617
Eway/1361759617_0_R,N12d5010142_41d8934218,N12d5010408_41d8933730,0.005856,0.07,footway,,,,,,yes,way/1361759617
Eway/1361759618_0,N12d5014079_41d8928052,N12d5013624_41d8927932,0.003996,0.05,footway,,,,,,yes,way/1361759618
Eway/1361759618_0_R,N12d5013624_41d8927932,N12d5014079_41d8928052,0.003996,0.05,footway,,,,,,yes,way/1361759618
Eway/1361759619_0,N12d5014407_41d8926316,N12d5014546_41d8926166,0.002026,0.02,footway,,,,,,yes,way/1361759619
Eway/1361759619_0_R,N12d5014546_41d8926166,N12d5014407_41d8926316,0.002026,0.02,footway,,,,,,yes,way/1361759619
Eway/1361759620_0,N12d5014546_41d8926166,N12d5014859_41d8925829,0.004556,0.05,footway,,,,,,yes,way/1361759620
Eway/1361759620_0_R,N12d5014859_41d8925829,N12d5014546_41d8926166,0.004556,0.05,footway,,,,,,yes,way/1361759620
Eway/1361759620_1,N12d5014859_41d8925829,N12d5015217_41d8925441,0.005234,0.06,footway,,,,,,yes,way/1361759620
